id,label
31983,old
32300,young
32538,old
32609,young
32760,none
32861,none
32965,old
33116,old
33221,old
33405,none
33576,old
33882,young
34056,old
34222,old
34234,old
34500,old
34657,old
34866,old
35049,young
35313,old
35567,none
35672,young
35682,old
35705,young
35825,old
36252,none
36333,none
36361,none
36487,young
36561,old
36598,none
36911,none
37003,old
37325,young
37513,young
37616,old
37671,young
37846,young
37882,old
37945,young
38210,old
38586,old
38678,old
38693,none
38753,young
39106,old
39152,young
39202,young
39211,old
39357,old
39512,old
39866,young
40341,old
40361,old
40705,old
40729,old
41212,old
41572,old
41638,old
41899,young
42091,old
42102,old
42204,none
42260,none
42399,old
42482,young
42620,old
42752,old
42757,young
42944,young
43133,old
43243,old
43286,none
43305,young
43635,none
43753,old
43882,none
44054,old
44136,old
44195,none
44244,young
44508,young
44536,none
44579,old
44802,old
44839,young
45094,old
45175,old
45367,old
45392,young
45516,young
45550,old
45626,old
45685,old
45920,old
45976,young
46155,old
46173,old
46269,old
46616,old
46859,old
46975,young
47361,young
47419,old
47511,old
47524,old
47687,old
47739,old
47819,old
47837,old
47886,old
48104,old
48668,old
48728,old
48743,old
48917,old
49048,young
49068,none
49371,young
49444,old
49683,none
49688,young
49759,young
49881,young
50054,old
50145,old
50159,old
50324,none
50326,old
50407,old
50746,old
50782,old
50882,old
50942,none
51157,young
51461,none
51549,old
52066,old
52267,young
52312,old
52376,none
52700,none
52996,old
53015,none
53404,old
53431,old
53484,old
53580,young
53626,old
53668,old
53754,young
53949,old
54527,old
54683,young
54763,young
54899,young
55017,none
55223,young
55375,old
55950,old
56002,old
56437,old
56455,young
56669,young
56724,old
56739,old
57086,old
57286,young
57550,young
57593,old
57827,old
57878,old
58006,old
58043,young
58137,none
58141,none
58949,young
59201,old
59207,young
59455,old
59567,old
59598,none
59744,none
60080,old
60102,old
60132,none
60548,old
60569,young
60623,young
60647,old
60932,old
60989,young
61414,old
61603,old
61684,none
61693,old
61722,young
61747,young
61805,none
62060,young
62167,none
62198,none
62297,young
62355,old
62687,none
62692,young
62808,old
63047,old
63104,young
63434,none
63488,young
63549,old
63922,young
63934,old
64121,old
64183,old
64189,young
64334,young
64342,old
64399,young
64439,young
64462,young
64531,none
64760,young
64974,young
65057,young
65227,young
65244,young
65394,old
65860,none
66172,old
66336,young
66650,old
66675,young
66717,old
67156,old
67310,young
67412,none
67532,young
67785,young
67953,young
68093,old
68409,young
68628,young
68974,old
69196,none
69328,young
69668,old
69827,old
69969,none
70426,young
70478,old
70528,old
70675,old
70761,none
70865,young
70935,old
70945,none
71004,old
71302,young
71360,young
71495,young
71573,young
71877,young
71920,none
72105,young
72255,young
72315,old
72368,young
72376,old
72514,none
72657,young
72829,young
72833,young
72944,young
73153,none
73209,old
73702,old
74030,old
74124,old
74617,young
74832,old
74951,young
75006,old
75527,old
75595,old
75612,young
75655,young
75696,old
75768,old
76029,young
76161,old
76170,young
76431,young
76547,old
76619,old
76942,young
76994,old
77615,none
77997,none
78061,old
78170,young
78288,old
78381,old
78701,old
78707,old
78838,old
78871,old
79084,old
79113,old
79189,none
80013,none
80172,young
80185,none
80316,young
80337,old
80429,young
80470,none
80613,young
80651,young
80698,old
80714,old
80733,old
81274,young
81691,none
81988,young
82052,none
82157,old
82462,none
82518,young
82847,young
82940,young
83036,old
83110,old
83257,old
83510,none
83768,none
83925,young
84031,young
84258,young
84533,young
84767,young
85029,none
85160,old
85192,young
85247,old
85298,young
85390,old
85434,none
85772,young
85795,young
85852,young
85944,old
86471,old
86738,old
86800,young
86843,young
86848,old
86878,old
86913,old
86988,old
87328,young
87393,old
87479,old
87885,young
88072,young
88183,old
88286,old
88345,old
88433,old
88455,none
88485,young
89099,old
89281,old
89378,old
90052,young
90255,old
90519,young
90884,old
90891,old
91045,old
91105,young
91263,old
91318,young
91416,old
91849,old
92028,old
92091,young
92131,none
92257,young
93175,young
93258,none
93333,old
93400,young
93493,old
93553,young
93686,young
93746,old
93853,young
94174,young
94271,young
94607,old
94745,young
94846,none
94871,old
95039,old
95051,old
95106,young
95297,old
95319,young
95336,young
95702,old
95770,young
96215,young
96288,none
96530,old
96711,young
96825,old
97362,none
97626,none
97748,young
97924,old
97967,none
97988,old
98242,none
98283,none
98284,young
98350,young
98801,old
99177,none
99179,old
99218,young
99260,old
99341,young
99392,young
99518,old
99798,old
99874,old
100111,young
100428,old
100539,young
100543,old
100624,young
100896,young
101491,young
101656,young
101860,old
101948,young
102235,young
102330,old
102353,old
102356,old
102577,young
102820,young
102848,young
103114,old
103413,young
103485,young
103496,none
103522,young
103558,old
103705,old
103837,none
103873,old
104221,young
104424,old
104585,old
104625,none
104647,old
104715,none
104747,old
105482,old
105945,none
105961,old
105996,young
106073,old
106206,young
106272,young
106411,old
106508,old
106793,young
106810,old
107226,old
107234,old
107360,old
107430,none
107596,young
107990,young
108056,young
108425,young
108645,old
108651,young
108748,young
108953,none
109229,young
109231,old
109308,none
109454,old
109673,young
109937,young
110052,none
110313,none
110435,young
110597,old
110617,old
110618,old
111104,old
111244,none
111448,old
111593,old
111629,old
111840,young
112349,old
112581,young
112582,young
112698,old
113037,young
113095,young
113159,young
113223,young
113233,young
113493,none
113588,old
113736,old
113756,old
113914,young
113975,young
114033,young
114055,old
114481,old
114684,young
114759,old
115455,old
115459,young
115579,young
115626,old
115772,old
115791,old
115898,old
116037,young
116046,young
116261,young
116341,young
116358,none
116517,old
116861,old
116881,old
117222,old
117508,young
117525,old
117563,young
117674,young
117676,old
117719,none
117759,old
118465,young
118741,young
118802,none
118965,young
118966,young
119061,old
119445,none
119502,young
119709,old
119939,none
120070,none
120099,young
120234,young
120356,old
120357,old
120420,old
120441,young
120682,old
120783,old
121442,young
121519,young
121673,young
121744,old
121748,young
121827,young
121875,young
122120,old
122413,young
122418,young
123125,none
123137,young
123244,old
124387,young
124617,old
124620,young
124629,young
124684,young
124766,old
124873,young
124979,young
125322,old
125556,old
125590,old
125632,none
125707,old
126123,old
126137,old
126229,old
126429,none
126895,young
127074,young
127120,old
127153,young
127530,old
127596,none
127865,none
127880,young
128058,old
128460,none
128586,old
128654,none
128756,none
128830,old
129663,old
129706,none
129897,old
130118,young
130320,young
130419,old
130432,old
130599,none
131280,young
131361,old
131418,none
131743,old
131804,old
132182,none
132223,none
132272,old
132328,none
132544,young
132587,young
132644,young
132652,old
132683,none
132719,none
132791,none
133060,young
133291,old
133343,old
133567,none
133620,old
133648,none
133933,none
133963,old
133969,old
134178,old
134386,old
134552,young
134888,old
135281,none
135361,old
135497,old
135604,young
135756,young
135846,old
136143,old
136820,young
136841,young
136908,young
136915,old
137108,old
137221,old
137241,old
137294,old
137577,old
137622,young
137888,old
138054,old
138075,old
138096,young
138185,old
138220,old
138517,old
138553,old
138644,old
138704,young
138728,young
138814,old
139163,old
139428,young
139472,old
139512,none
139637,old
139856,old
140174,young
140197,old
140203,none
140307,none
140634,old
140642,old
140983,young
140987,young
141002,old
141040,old
141334,young
141673,old
141779,young
141962,none
142574,old
142620,old
142687,old
142742,old
142774,none
142924,old
143305,young
143445,old
143458,old
143479,old
143926,old
143931,old
143948,old
144243,young
144252,old
144383,young
144836,old
145378,young
145422,old
145528,old
145597,old
145620,none
145665,young
145751,old
146150,old
146190,old
146397,none
146487,old
146667,old
146723,old
147393,old
147685,old
147729,none
147769,old
147897,old
147958,old
148549,young
148785,young
148792,none
148843,old
148999,none
149375,young
149676,old
149912,old
149962,young
150208,none
150361,old
150410,young
150508,old
150639,old
150677,young
150843,old
151138,young
151394,young
151492,old
151528,old
151629,young
151826,young
151877,none
152012,young
152258,young
152492,old
152686,old
153229,old
153249,old
153344,young
153529,old
153578,old
153709,young
153734,old
153797,old
153803,young
153931,young
154087,none
154148,none
154154,young
154861,old
154877,old
155007,young
155285,young
155312,old
155319,young
155687,young
155873,young
155912,none
156045,old
156104,old
156320,old
156375,young
156497,old
156643,old
156889,none
156935,old
157063,young
157352,young
157358,young
157417,none
157469,old
157516,old
157918,old
157944,old
158272,young
158583,young
158846,old
158887,none
158922,none
159223,old
159233,young
159662,old
159842,young
159898,young
159979,old
160126,young
160190,young
160195,young
160456,none
160480,old
160669,young
160840,young
160864,old
160933,old
161079,young
161634,old
161781,young
161810,old
161925,young
162021,young
162459,young
162799,young
162855,young
163010,none
163025,young
163033,old
163057,none
163112,old
163451,none
163473,old
163518,old
163562,none
163682,old
163746,young
164250,young
164366,old
164475,none
165009,old
165012,young
165029,old
165133,old
165174,old
165225,none
165419,young
165518,none
165522,old
166060,old
166165,old
166205,young
166344,old
166392,old
166645,none
166696,old
166768,old
167003,young
167074,young
167452,old
167725,old
167792,young
167854,old
168353,young
168491,young
168580,old
168583,old
168692,young
168781,none
168811,old
168883,old
168909,young
168991,young
169111,old
169143,old
169602,old
170000,young
170015,old
170048,none
170127,old
170147,young
170474,young
170729,old
170779,old
170974,old
171190,old
171762,young
171962,none
172021,none
172087,young
172315,young
172439,old
172478,none
172716,young
172718,young
172733,old
172877,old
172913,young
173008,old
173204,old
173229,young
173334,none
173553,old
173776,old
173799,young
173908,old
174043,none
174145,old
174336,young
174371,old
174402,old
174690,none
175052,old
175096,old
175437,old
175864,old
176009,old
176017,old
176031,old
176288,young
176312,old
176328,old
176466,young
176519,young
176793,young
176852,young
176906,old
177064,young
177567,old
177721,none
177938,old
178446,young
178753,young
179199,none
179322,old
179327,old
179374,young
179487,young
179500,old
179699,old
179793,old
179950,none
180154,old
180261,young
180560,old
180718,old
180787,old
180888,none
181265,old
181446,old
181574,old
181714,young
181980,old
182021,none
182025,young
182167,none
182339,young
182362,young
182647,none
182681,young
182805,old
182840,old
183332,none
183391,old
183571,old
183677,young
183704,old
183970,old
184227,young
184241,old
184405,old
184621,old
184978,none
185095,young
185156,old
185240,none
185250,old
185393,none
185472,old
185807,young
185916,old
185988,old
186060,old
186240,none
186368,old
186443,young
186705,old
186816,old
186856,young
186977,young
187187,old
187196,old
187278,none
187285,none
187533,none
187543,old
187585,young
187776,old
187791,young
188040,old
188183,young
188465,old
189103,old
189168,young
189475,none
189550,none
189845,old
190081,old
190115,none
190218,old
190307,old
190499,young
190595,young
190995,old
191000,young
191047,old
191078,old
191096,old
191112,young
191169,young
191585,none
191687,old
191874,old
192168,old
192233,old
192296,old
192306,old
192656,old
192699,old
192782,young
193349,old
193388,old
193547,old
193565,old
193674,none
193717,none
193743,old
193863,young
193875,old
193946,none
194138,old
194440,old
194499,young
194532,young
194755,young
194851,young
194876,old
195281,old
195408,old
195862,young
195917,young
196085,old
196378,young
196665,old
196789,old
196885,old
197130,none
197193,young
197388,old
197398,none
197658,old
197918,young
198397,old
198448,young
198658,none
198768,old
198782,old
198799,old
198928,none
199055,old
199117,old
199403,young
199927,young
200047,none
200058,young
200421,young
200572,young
200770,none
201072,old
201141,old
201186,young
201326,old
201463,old
201899,old
202001,young
202476,old
202489,old
202843,old
202923,old
202963,old
203003,young
203096,young
203201,young
203345,old
203631,old
203747,young
203864,old
203965,old
204020,young
204049,old
204059,none
204091,young
204100,old
204147,old
204525,old
204549,none
204726,none
204767,old
204943,old
205002,old
205230,young
205324,young
205523,none
205670,old
205671,young
205676,young
205720,old
205883,young
206036,old
206268,none
206431,young
206433,young
206496,none
206579,old
206613,old
206620,young
206757,none
206833,old
206907,old
207177,old
207292,young
207366,young
207458,young
207763,young
207774,old
207969,old
208012,old
208053,young
208169,old
208283,young
208311,young
208363,young
208376,young
208476,young
208560,young
208761,none
208778,none
208871,old
208995,young
209007,none
209018,old
209041,old
209347,old
209357,old
209468,young
209530,old
209544,old
209753,young
210032,none
210060,none
210299,young
210439,old
210457,old
210749,young
210777,none
210782,old
210832,young
210857,old
211206,old
211215,young
211246,old
211420,none
211690,young
211722,old
211775,old
211825,old
212077,old
212261,old
212427,young
212739,old
212817,young
212853,old
213035,none
213247,young
213276,old
213359,old
213403,old
213455,young
213465,young
213586,old
213599,none
213695,young
214046,old
214244,young
214274,old
214386,young
214454,none
214468,old
214492,young
214503,old
214720,old
214742,old
215723,old
215755,old
215982,old
216198,old
216296,old
216303,old
216325,young
216417,old
216510,young
216516,old
216861,old
216944,young
217009,old
217153,old
217312,old
217393,old
217397,old
217440,young
217593,young
217936,old
218721,old
218766,young
219201,old
219393,young
219622,young
219690,old
219909,young
220050,young
220367,none
220511,old
221000,old
221105,old
221350,old
221433,young
221547,young
221776,young
222512,none
222564,old
222648,old
222771,old
222781,young
223020,young
223182,old
223300,young
223362,old
223738,young
223740,young
223747,old
224104,old
224155,old
224368,old
224523,old
224530,old
224757,young
226020,young
226377,old
226408,young
226412,old
226472,old
226701,young
226848,old
226959,old
227032,none
227204,old
227359,young
227370,young
227478,young
227491,old
227851,old
227879,old
227884,old
227958,young
227986,young
228214,none
228261,old
228477,old
228604,none
228635,old
228676,none
229111,young
229150,old
229383,none
229481,old
229531,old
229575,old
229653,old
229688,young
230008,none
230096,old
230265,old
230360,old
230454,old
230501,none
230585,none
230646,old
230964,none
230993,none
230995,none
231568,old
231580,old
231610,old
231691,none
231879,none
231991,young
232160,young
232241,old
232592,young
232598,old
232610,young
232625,none
232649,young
233233,old
233238,none
233305,old
233483,young
233868,old
233888,young
233968,old
234230,old
234526,young
234572,old
234953,old
235093,none
235203,old
235784,young
235933,old
236068,old
236148,old
236166,old
236272,old
236370,none
236432,young
236607,old
236671,old
237783,old
237881,young
237942,old
238013,young
238449,young
238488,none
238691,none
239347,young
239444,old
239456,young
239537,old
239894,young
240023,old
240028,old
240033,young
240049,none
240102,old
240147,young
240250,old
240287,young
240295,young
240340,old
240387,young
240418,young
240455,old
240481,old
241129,old
241155,old
241396,old
241837,old
242189,young
242510,old
242610,young
243418,none
243950,young
244303,old
244462,young
244496,old
244586,old
244750,old
244792,old
245295,old
245301,young
245313,none
245320,none
245414,young
245447,none
245701,old
246040,old
246053,young
246398,young
246442,young
246454,young
246612,young
246649,young
247141,young
247317,young
247519,young
247625,old
247639,old
247714,none
247782,old
247918,young
248069,young
248129,none
248224,old
248235,old
248400,young
248427,young
248441,old
248445,old
248761,old
249532,old
249687,young
249825,old
249836,young
250309,young
250730,old
251140,none
251798,young
252091,young
252135,old
252179,old
252294,old
252300,young
252383,old
252393,young
252468,young
252559,none
252696,old
252738,old
252745,none
252783,none
253341,young
253455,none
253518,old
253757,young
253819,none
253838,young
253986,old
254004,young
254096,none
254164,young
254454,old
254926,old
255071,young
255322,old
256301,none
256343,old
256566,young
256569,young
256879,young
256940,young
256983,old
257076,old
257136,old
257336,old
257443,old
257478,old
257657,old
257838,old
258061,young
258141,old
258243,old
258350,none
258388,young
258628,young
258734,young
258815,young
258850,old
259005,old
259345,old
259497,old
259513,old
259665,none
260440,young
260525,none
260547,old
260608,young
260686,old
261050,old
261061,young
261096,young
261180,old
261318,old
261346,old
261558,old
261721,old
261732,young
261793,old
262119,none
262175,young
262200,young
262229,young
262235,old
262275,young
262334,young
262353,old
262476,old
262565,none
262873,none
263083,none
263163,none
263323,old
263687,old
263696,old
264124,old
264853,old
264948,young
264961,old
265085,old
265151,old
265407,young
265552,young
265635,old
265719,old
265725,young
265950,old
266160,young
266376,none
266409,old
266601,young
266727,old
266922,none
267408,old
267411,old
267683,young
267690,young
268058,young
268239,old
268293,old
268478,none
268541,old
269033,young
269058,old
269254,none
269689,old
269721,none
270097,young
270571,young
270672,none
270738,old
271402,young
271429,old
271666,old
271997,young
272110,none
272153,old
272253,old
272566,old
272678,old
273132,old
273155,old
273316,old
273470,old
273784,none
273855,none
273967,none
274035,none
274083,old
274240,young
274352,old
274917,old
275117,young
275374,none
275933,none
276055,old
276263,none
276476,old
276552,old
276580,none
276719,none
276841,old
277005,young
277020,old
277326,old
277479,young
277642,old
277761,old
278134,young
278323,old
278350,old
278365,old
278506,none
278579,old
278636,none
278934,young
278967,young
279013,young
279030,old
279176,young
279203,none
279549,young
279838,old
279879,none
280761,none
280888,none
280930,young
281008,old
281040,none
281101,old
281409,old
281429,old
281475,young
281534,old
281541,old
281601,old
281687,old
281759,old
281766,none
281800,young
281820,young
281829,none
281837,old
282037,none
282062,old
282145,none
282231,young
282672,young
282830,old
283012,young
283055,young
283254,old
283761,old
283772,none
283858,young
283977,none
284097,none
284143,old
284257,young
284350,young
284421,none
284542,old
284658,old
284698,old
284764,old
285047,young
285293,young
285437,old
285583,old
285645,old
285734,young
285751,old
285799,young
285967,old
286182,old
286313,old
286523,old
286556,old
286660,young
286981,old
287828,old
288150,young
288201,old
288408,old
288862,young
289059,old
289120,old
289229,old
289318,none
289323,none
289392,old
289512,young
289640,old
289941,young
289995,old
290115,none
290163,young
290234,old
290700,young
290881,old
290959,old
290979,young
291074,none
291286,none
291305,old
291619,none
291680,old
292156,old
292227,young
292236,none
292446,none
292456,young
292482,young
292529,old
292804,none
293505,none
293548,old
293703,old
293888,old
294011,old
294032,young
294124,old
294403,old
294495,young
294585,none
294698,young
294839,old
294853,old
294883,old
295006,old
295105,old
295194,none
295308,old
295377,old
295451,old
295478,old
295491,old
295576,old
295837,old
295945,old
296176,none
296459,old
296460,old
296676,old
296994,old
297084,old
297220,old
297244,old
297249,young
297299,young
297540,old
297669,young
297676,old
298051,none
298382,old
298403,old
298633,young
298978,old
299116,young
299207,old
299457,young
299468,old
299838,old
300142,old
300200,old
300214,old
300330,old
300375,old
300408,young
300509,young
301155,old
301402,old
301415,old
301574,old
301575,old
301670,young
301867,young
302222,old
302599,old
302606,young
302842,none
302882,old
302908,old
302990,old
303024,old
303089,old
303260,old
303321,young
303520,old
303590,young
303607,young
303653,old
303738,old
303778,old
303926,none
304083,old
304217,old
304330,old
304379,old
304438,young
304578,old
304596,young
304749,none
304853,old
305004,young
305589,none
305639,old
305781,old
305873,young
305879,old
306127,none
306453,old
306495,old
306611,old
306636,young
306670,young
306931,young
307547,old
308165,young
308223,none
308506,young
308545,young
309071,old
309371,none
309528,old
309662,old
309900,old
310035,old
310185,old
310407,none
310442,old
310669,old
310725,young
310797,old
310862,old
310882,old
310998,young
311015,old
311300,young
311309,old
311392,old
311497,old
311904,old
312175,old
312216,young
312416,young
312803,old
312889,old
313246,old
313588,old
313718,old
313735,young
313770,old
313872,young
313922,old
313924,old
314026,young
314074,none
314147,old
314154,young
314193,old
314264,old
314383,old
314667,old
314812,old
314992,old
315037,none
315350,old
315384,old
315448,old
315492,young
315641,old
315742,old
316237,young
316605,young
316879,none
317033,none
317188,old
317448,none
317639,none
318200,young
318314,young
318356,young
318543,young
318778,none
319024,young
319221,none
319350,old
319432,young
319721,old
320490,young
320642,old
320670,old
320978,old
321169,none
321214,young
321223,old
321476,old
321790,old
321867,old
321877,old
322106,old
322222,young
322357,old
322937,old
322944,young
323327,young
323668,old
323726,old
323895,old
323930,none
323983,old
324051,none
324082,old
324155,none
324338,old
324340,old
324435,old
324500,none
324598,young
324638,old
324891,old
325055,old
325343,young
325831,old
325836,none
325885,old
325907,old
326332,young
326420,young
326510,old
326898,old
327314,old
327701,old
328008,old
328026,old
328283,none
328368,old
328596,young
328730,old
328757,old
328791,none
329219,old
329258,old
329455,none
329957,old
330055,old
330348,old
330478,old
330495,young
330515,old
330699,old
330845,old
330920,young
330932,young
330986,young
331138,old
331367,old
331529,old
331627,young
331777,old
331799,old
331844,old
331875,none
331883,old
332067,old
332852,young
332916,young
333095,old
333101,young
333150,old
333406,old
333440,old
333630,old
333730,old
333737,old
333745,old
333899,none
333924,none
334021,old
334075,old
334085,none
334509,old
334625,old
334767,none
334769,old
334782,old
335065,old
335201,old
335207,old
335578,old
335587,old
335631,young
335644,young
335670,none
335785,none
335814,old
335839,old
336049,young
336101,old
336245,young
336341,young
336487,old
336656,none
336949,none
337055,old
337517,old
337533,young
337563,none
337814,old
338007,young
338207,old
338417,none
338802,old
339009,young
339202,none
339336,old
340658,old
340704,old
340844,young
341041,young
341469,old
341645,old
342146,young
342232,young
342633,old
342650,old
342765,old
342869,old
343062,none
343218,old
343401,old
343543,old
343706,none
343914,young
344271,old
344955,none
345139,old
345376,old
345397,old
345507,old
345559,old
345665,old
345961,old
345993,none
346154,young
346560,young
346589,old
346965,old
346972,old
347023,old
347174,young
347203,old
347228,young
347390,none
347848,none
347982,none
348447,young
348524,old
348571,old
348838,young
348982,old
349438,young
349525,none
349559,young
349590,old
349647,old
350148,old
350160,young
350171,old
350231,old
350267,none
350405,old
350679,old
350688,young
351130,old
351166,young
351351,none
351489,old
351588,old
351590,old
351747,none
352127,none
352217,old
352495,young
352496,young
352734,young
352760,none
353001,old
353067,young
353321,old
353435,old
353505,young
353807,old
353889,young
354027,none
354132,old
354241,young
354242,young
354547,old
354584,old
354929,none
355214,old
355257,old
355297,old
355304,young
355762,young
355776,young
355974,young
356043,old
356094,old
356248,none
356414,old
356622,old
356878,old
357291,none
357322,young
357356,old
357383,young
357526,none
357529,old
357532,old
357737,old
357742,none
358055,old
358389,old
358572,young
358596,none
358629,old
358884,none
359034,old
359066,young
359126,old
359136,young
359387,young
359540,old
359589,young
359851,old
360073,old
360274,none
360328,old
360434,old
360613,old
360818,young
360851,young
360926,old
361055,old
361238,young
361382,old
361506,old
361763,old
361804,young
361819,young
361913,none
362122,old
362343,none
362352,old
362506,none
362545,old
362712,old
363119,old
363126,old
363207,old
363272,old
363276,old
363403,old
363527,none
363577,young
363594,old
363645,young
363831,old
363908,old
363922,none
364079,young
364243,old
364596,old
364608,old
365194,old
365325,young
365366,old
365444,none
365456,old
365521,none
365685,young
365687,young
365701,young
365724,old
365735,old
365851,old
365997,none
366104,old
366569,old
366679,old
366711,old
367142,old
367310,old
367489,young
367582,old
367673,young
367706,old
367710,old
367804,young
367872,old
367891,young
367953,young
368041,young
368080,old
368204,old
368222,old
368280,young
368367,old
368402,old
368752,young
368820,none
369037,young
369249,young
369322,none
369323,young
369373,old
369460,young
369461,old
369511,young
369647,old
370233,young
370270,old
370637,old
370701,old
370839,young
371058,young
371129,old
371135,young
371241,young
371289,old
371365,old
371503,young
371552,young
372220,old
372230,old
372233,old
372300,old
372494,old
372577,young
372654,none
372731,old
372817,none
372844,young
373034,young
373193,none
373289,young
373768,young
373945,young
374051,old
374270,young
374559,young
374966,young
374987,old
375490,young
375493,old
375606,old
375755,young
376236,young
376393,none
376416,young
376450,young
376531,young
376628,old
376667,old
376679,old
376939,none
377097,old
377235,none
377427,young
377577,young
377984,young
378126,young
378147,old
378334,young
378561,young
378940,old
379120,old
379332,old
379585,young
379841,young
379882,old
380088,old
380140,old
380634,young
380639,young
380711,none
380720,young
380828,none
380913,none
381051,young
381246,old
381430,young
381529,old
381608,old
381639,young
381925,young
382041,none
382111,none
382263,old
382572,none
383046,young
383229,none
383322,none
383324,young
384089,young
384092,old
384596,young
384670,old
384808,old
384811,old
384995,young
385078,old
385154,young
385194,old
385248,young
385320,young
385359,young
385377,young
385454,old
385508,old
385540,young
385580,old
385669,old
385877,old
385912,young
386204,young
386677,young
386707,young
386879,old
387210,none
387250,young
387362,old
387773,old
387850,old
388100,none
388215,young
388225,old
388422,none
388453,old
388531,none
388564,young
388654,old
388677,old
389197,young
389206,young
389256,old
389258,none
389595,none
389812,old
390157,none
390475,old
390585,young
390718,old
390760,old
391199,old
391222,none
391620,old
391642,young
391688,none
391794,old
391891,old
392108,young
392212,old
392365,young
392878,none
392990,old
393243,young
393513,none
393569,none
393809,old
394033,old
394206,young
394246,young
394322,young
394460,young
394474,none
394904,none
394940,young
395289,young
395364,none
395634,old
395801,none
395904,old
396068,young
396167,young
396385,old
396518,none
396617,young
396691,young
396863,young
397008,none
397042,young
397303,old
397351,old
397354,none
397475,old
397705,old
397857,old
397890,old
398174,old
398188,young
398237,young
398537,old
398798,old
398992,young
399205,old
399415,none
399462,young
399570,none
399759,young
399873,old
399991,young
400709,young
400887,young
400925,young
401018,young
401244,young
401249,young
401403,old
401484,old
401828,old
401862,none
402077,young
402115,young
402233,young
402795,old
402967,none
402971,old
403500,old
403675,old
403885,old
403943,old
404249,young
404373,old
404718,none
404839,young
405222,none
405444,young
405530,none
405531,young
405574,young
405962,young
406182,old
406534,old
406555,young
406676,old
406729,none
406734,old
406997,young
407225,old
407259,none
407260,young
407274,young
407286,old
407291,old
407298,young
407443,young
407532,young
407644,old
407909,old
408288,young
408289,young
408327,old
408696,old
408773,none
409211,old
409346,old
409364,young
409627,young
409944,old
409964,young
409985,old
410019,young
410101,young
410319,old
410337,young
410456,none
410496,old
411044,old
411241,old
411438,young
411559,none
411564,young
411765,old
411817,none
411908,old
412247,none
412304,old
412586,young
412604,old
413377,old
413552,young
413634,young
413666,young
413900,old
414289,old
414343,old
414516,old
414852,young
414857,young
414917,none
415001,old
415432,none
415461,young
415613,young
415648,none
415727,young
415880,old
415885,old
416101,old
416309,old
416335,young
416384,none
416451,old
416489,old
416596,old
416660,old
416730,young
416930,none
417111,old
417115,none
417281,young
417430,young
417590,young
417849,young
417965,old
418300,old
418548,old
418816,old
419158,young
419265,old
419369,young
419408,young
419697,young
419774,none
419828,young
419974,old
419989,none
420069,none
420546,old
420697,young
420775,old
420825,old
420916,none
421209,none
421218,young
421360,none
421478,young
421564,young
421915,old
421955,old
422017,young
422155,none
422240,old
422706,young
422725,old
422755,young
422886,old
422918,old
423113,young
423123,none
423484,none
423613,young
423715,young
423740,none
423919,young
424247,none
424483,old
424521,none
424933,young
425000,old
425120,young
425136,young
425361,old
425462,young
425481,old
425676,none
426635,young
426700,young
426754,young
426897,old
427077,young
427135,young
427245,young
427401,young
427476,young
427783,old
427870,young
427997,old
428254,old
428263,young
428454,none
428754,old
428881,young
429063,old
429759,old
429761,old
429807,old
